pair_id,definition_id,ddinter_id_a,drug_a,drugbank_id_a,ddinter_id_b,drug_b,drugbank_id_b,severity,mechanism,pair_key,detail_url,scraped_at
983080,3189,DDInter133,Atorvastatin,,DDInter384,Ciprofloxacin,,Moderate,Metabolism,DDInter133|DDInter384,https://ddinter.scbdd.com/ddinter/interact/983080/,2026-09-09T19:05:19+00:00
983083,4074,DDInter133,Atorvastatin,,DDInter413,Clopidogrel,,Moderate,Metabolism,DDInter133|DDInter413,https://ddinter.scbdd.com/ddinter/interact/983083/,2026-09-09T19:05:15+00:00
983100,2849,DDInter133,Atorvastatin,,DDInter513,Dexamethasone,,Moderate,Metabolism,DDInter133|DDInter513,https://ddinter.scbdd.com/ddinter/interact/983100/,2026-09-09T19:05:36+00:00
983103,1489,DDInter133,Atorvastatin,,DDInter554,Digoxin,,Moderate,Absorption,DDInter133|DDInter554,https://ddinter.scbdd.com/ddinter/interact/983103/,2026-09-09T19:05:27+00:00
983165,386,DDInter133,Atorvastatin,,DDInter995,Itraconazole,,Major,Metabolism,DDInter133|DDInter995,https://ddinter.scbdd.com/ddinter/interact/983165/,2026-09-09T19:05:29+00:00
983188,4837,DDInter1174,Methotrexate,,DDInter133,Atorvastatin,,Moderate,Synergy,DDInter1174|DDInter133,https://ddinter.scbdd.com/ddinter/interact/983188/,2026-09-09T19:05:31+00:00
983189,5119,DDInter1202,Metronidazole,,DDInter133,Atorvastatin,,Moderate,Synergy,DDInter1202|DDInter133,https://ddinter.scbdd.com/ddinter/interact/983189/,2026-09-09T19:05:34+00:00
983220,2849,DDInter133,Atorvastatin,,DDInter1460,Phenytoin,,Moderate,Metabolism,DDInter133|DDInter1460,https://ddinter.scbdd.com/ddinter/interact/983220/,2026-09-09T19:05:50+00:00
983234,4582,DDInter133,Atorvastatin,,DDInter1590,Rifampicin,,Major,Others,DDInter133|DDInter1590,https://ddinter.scbdd.com/ddinter/interact/983234/,2026-09-09T19:05:40+00:00
983237,5119,DDInter133,Atorvastatin,,DDInter1622,Rosuvastatin,,Moderate,Synergy,DDInter133|DDInter1622,https://ddinter.scbdd.com/ddinter/interact/983237/,2026-09-09T19:05:48+00:00
983248,5119,DDInter133,Atorvastatin,,DDInter1675,Simvastatin,,Moderate,Synergy,DDInter133|DDInter1675,https://ddinter.scbdd.com/ddinter/interact/983248/,2026-09-09T19:05:52+00:00
983258,2234,DDInter133,Atorvastatin,,DDInter1735,Tacrolimus,,Moderate,Metabolism,DDInter133|DDInter1735,https://ddinter.scbdd.com/ddinter/interact/983258/,2026-09-09T19:05:38+00:00
983267,319,DDInter133,Atorvastatin,,DDInter1802,Ticagrelor,,Minor,Metabolism,DDInter133|DDInter1802,https://ddinter.scbdd.com/ddinter/interact/983267/,2026-09-09T17:09:44+00:00
983279,3964,DDInter133,Atorvastatin,,DDInter1951,Warfarin,,Minor,Others,DDInter133|DDInter1951,https://ddinter.scbdd.com/ddinter/interact/983279/,2026-09-09T19:05:56+00:00
985075,5120,DDInter157,Azithromycin,,DDInter384,Ciprofloxacin,,Moderate,Synergy,DDInter157|DDInter384,https://ddinter.scbdd.com/ddinter/interact/985075/,2026-09-09T19:05:55+00:00
985078,5120,DDInter157,Azithromycin,,DDInter393,Clarithromycin,,Moderate,Synergy,DDInter157|DDInter393,https://ddinter.scbdd.com/ddinter/interact/985078/,2026-09-09T19:05:44+00:00
985086,2121,DDInter157,Azithromycin,,DDInter458,Cyclosporine,,Moderate,Others,DDInter157|DDInter458,https://ddinter.scbdd.com/ddinter/interact/985086/,2026-09-09T19:05:58+00:00
985096,98,DDInter157,Azithromycin,,DDInter554,Digoxin,,Moderate,Absorption; Excretion,DDInter157|DDInter554,https://ddinter.scbdd.com/ddinter/interact/985096/,2026-09-09T19:05:42+00:00
985118,3040,DDInter157,Azithromycin,,DDInter672,Escitalopram,,Major,Synergy,DDInter157|DDInter672,https://ddinter.scbdd.com/ddinter/interact/985118/,2026-09-09T17:09:56+00:00
985122,5120,DDInter157,Azithromycin,,DDInter743,Fluconazole,,Moderate,Synergy,DDInter157|DDInter743,https://ddinter.scbdd.com/ddinter/interact/985122/,2026-09-09T19:05:46+00:00
985123,5120,DDInter157,Azithromycin,,DDInter758,Fluoxetine,,Moderate,Synergy,DDInter157|DDInter758,https://ddinter.scbdd.com/ddinter/interact/985123/,2026-09-09T19:06:07+00:00
985162,1780,DDInter1055,Levofloxacin,,DDInter157,Azithromycin,,Moderate,Synergy,DDInter1055|DDInter157,https://ddinter.scbdd.com/ddinter/interact/985162/,2026-09-09T17:10:00+00:00
985182,4837,DDInter1174,Methotrexate,,DDInter157,Azithromycin,,Moderate,Synergy,DDInter1174|DDInter157,https://ddinter.scbdd.com/ddinter/interact/985182/,2026-09-09T19:06:00+00:00
985186,2083,DDInter1202,Metronidazole,,DDInter157,Azithromycin,,Minor,Synergy,DDInter1202|DDInter157,https://ddinter.scbdd.com/ddinter/interact/985186/,2026-09-09T19:06:04+00:00
985208,1872,DDInter1326,Olanzapine,,DDInter157,Azithromycin,,Moderate,Synergy,DDInter1326|DDInter157,https://ddinter.scbdd.com/ddinter/interact/985208/,2026-09-09T19:06:09+00:00
985254,298,DDInter1553,Quetiapine,,DDInter157,Azithromycin,,Moderate,Synergy,DDInter1553|DDInter157,https://ddinter.scbdd.com/ddinter/interact/985254/,2026-09-09T19:06:02+00:00
985265,5120,DDInter157,Azithromycin,,DDInter1605,Risperidone,,Moderate,Synergy,DDInter157|DDInter1605,https://ddinter.scbdd.com/ddinter/interact/985265/,2026-09-09T19:06:37+00:00
985267,4806,DDInter157,Azithromycin,,DDInter1609,Rivaroxaban,,Moderate,Metabolism,DDInter157|DDInter1609,https://ddinter.scbdd.com/ddinter/interact/985267/,2026-09-09T17:10:06+00:00
985276,1714,DDInter157,Azithromycin,,DDInter1675,Simvastatin,,Moderate,Others,DDInter157|DDInter1675,https://ddinter.scbdd.com/ddinter/interact/985276/,2026-09-09T19:06:44+00:00
985285,3072,DDInter157,Azithromycin,,DDInter1735,Tacrolimus,,Moderate,Synergy,DDInter157|DDInter1735,https://ddinter.scbdd.com/ddinter/interact/985285/,2026-09-09T19:06:16+00:00
985295,1709,DDInter157,Azithromycin,,DDInter1791,Theophylline,,Moderate,Metabolism,DDInter157|DDInter1791,https://ddinter.scbdd.com/ddinter/interact/985295/,2026-09-09T19:06:19+00:00
985315,5120,DDInter157,Azithromycin,,DDInter1927,Venlafaxine,,Moderate,Synergy,DDInter157|DDInter1927,https://ddinter.scbdd.com/ddinter/interact/985315/,2026-09-09T19:06:15+00:00
985318,2629,DDInter157,Azithromycin,,DDInter1951,Warfarin,,Moderate,Synergy,DDInter157|DDInter1951,https://ddinter.scbdd.com/ddinter/interact/985318/,2026-09-09T19:06:21+00:00
986362,619,DDInter216,Bisoprolol,,DDInter513,Dexamethasone,,Moderate,Antagonism; Metabolism,DDInter216|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986362/,2026-09-09T19:06:11+00:00
986384,2592,DDInter293,Carbamazepine,,DDInter513,Dexamethasone,,Moderate,Metabolism,DDInter293|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986384/,2026-09-09T19:06:24+00:00
986387,619,DDInter305,Carvedilol,,DDInter513,Dexamethasone,,Moderate,Antagonism; Metabolism,DDInter305|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986387/,2026-09-09T19:06:27+00:00
986405,3536,DDInter384,Ciprofloxacin,,DDInter513,Dexamethasone,,Major,Synergy,DDInter384|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986405/,2026-09-09T19:06:13+00:00
986408,3270,DDInter393,Clarithromycin,,DDInter513,Dexamethasone,,Moderate,Metabolism,DDInter393|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986408/,2026-09-09T19:06:40+00:00
986421,318,DDInter458,Cyclosporine,,DDInter513,Dexamethasone,,Moderate,Metabolism,DDInter458|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986421/,2026-09-09T19:06:48+00:00
986424,1297,DDInter513,Dexamethasone,DB01234,DDInter474,Dapagliflozin,DB06292,Moderate,Antagonism,DDInter474|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986424,2026-09-09T10:10:13+00:00
986447,4778,DDInter513,Dexamethasone,,DDInter554,Digoxin,,Moderate,Others,DDInter513|DDInter554,https://ddinter.scbdd.com/ddinter/interact/986447/,2026-09-09T19:58:50+00:00
986473,1297,DDInter513,Dexamethasone,DB01234,DDInter636,Empagliflozin,DB09038,Moderate,Antagonism,DDInter513|DDInter636,https://ddinter.scbdd.com/ddinter/interact/986473,2026-09-09T10:10:13+00:00
986474,619,DDInter513,Dexamethasone,,DDInter638,Enalapril,,Moderate,Antagonism; Metabolism,DDInter513|DDInter638,https://ddinter.scbdd.com/ddinter/interact/986474/,2026-09-09T19:58:56+00:00
986510,1440,DDInter513,Dexamethasone,,DDInter743,Fluconazole,,Moderate,Metabolism,DDInter513|DDInter743,https://ddinter.scbdd.com/ddinter/interact/986510/,2026-09-09T19:06:52+00:00
986522,3910,DDInter513,Dexamethasone,,DDInter790,Furosemide,,Moderate,Synergy,DDInter513|DDInter790,https://ddinter.scbdd.com/ddinter/interact/986522/,2026-09-09T19:06:46+00:00
986529,1297,DDInter825,Glimepiride,DB00222,DDInter513,Dexamethasone,DB01234,Moderate,Antagonism,DDInter513|DDInter825,https://ddinter.scbdd.com/ddinter/interact/986529,2026-09-09T10:10:13+00:00
986583,3270,DDInter513,Dexamethasone,,DDInter995,Itraconazole,,Moderate,Metabolism,DDInter513|DDInter995,https://ddinter.scbdd.com/ddinter/interact/986583/,2026-09-09T19:07:00+00:00
986602,3536,DDInter1055,Levofloxacin,,DDInter513,Dexamethasone,,Major,Synergy,DDInter1055|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986602/,2026-09-09T17:10:54+00:00
986612,619,DDInter1095,Losartan,,DDInter513,Dexamethasone,,Moderate,Antagonism; Metabolism,DDInter1095|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986612/,2026-09-09T19:06:58+00:00
986637,2509,DDInter1174,Methotrexate,,DDInter513,Dexamethasone,,Moderate,Synergy,DDInter1174|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986637/,2026-09-09T19:07:02+00:00
986712,2280,DDInter1460,Phenytoin,,DDInter513,Dexamethasone,,Moderate,Metabolism,DDInter1460|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986712/,2026-09-09T19:06:55+00:00
986732,5339,DDInter1553,Quetiapine,,DDInter513,Dexamethasone,,Moderate,Metabolism,DDInter1553|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986732/,2026-09-09T19:07:27+00:00
986739,619,DDInter1565,Ramipril,,DDInter513,Dexamethasone,,Moderate,Antagonism; Metabolism,DDInter1565|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986739/,2026-09-09T19:07:05+00:00
986748,4295,DDInter1590,Rifampicin,,DDInter513,Dexamethasone,,Moderate,Metabolism,DDInter1590|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986748/,2026-09-09T19:07:07+00:00
986756,5147,DDInter1607,Ritonavir,,DDInter513,Dexamethasone,,Moderate,Metabolism,DDInter1607|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986756/,2026-09-09T19:07:16+00:00
986757,4431,DDInter1609,Rivaroxaban,,DDInter513,Dexamethasone,,Moderate,Metabolism,DDInter1609|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986757/,2026-09-09T17:11:09+00:00
986799,619,DDInter1707,Spironolactone,,DDInter513,Dexamethasone,,Moderate,Antagonism; Metabolism,DDInter1707|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986799/,2026-09-09T19:06:53+00:00
986805,4815,DDInter1735,Tacrolimus,,DDInter513,Dexamethasone,,Moderate,Metabolism,DDInter1735|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986805/,2026-09-09T19:07:14+00:00
986823,5493,DDInter1791,Theophylline,,DDInter513,Dexamethasone,,Moderate,Synergy,DDInter1791|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986823/,2026-09-09T19:07:20+00:00
986824,1591,DDInter1802,Ticagrelor,,DDInter513,Dexamethasone,,Moderate,Metabolism,DDInter1802|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986824/,2026-09-09T17:11:51+00:00
986854,619,DDInter1915,Valsartan,,DDInter513,Dexamethasone,,Moderate,Antagonism; Metabolism,DDInter1915|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986854/,2026-09-09T19:07:41+00:00
986871,217,DDInter1951,Warfarin,,DDInter513,Dexamethasone,,Moderate,Others,DDInter1951|DDInter513,https://ddinter.scbdd.com/ddinter/interact/986871/,2026-09-09T19:07:30+00:00
987953,2948,DDInter638,Enalapril,,DDInter883,Hydrochlorothiazide,,Moderate,Synergy,DDInter638|DDInter883,https://ddinter.scbdd.com/ddinter/interact/987953/,2026-09-09T19:07:34+00:00
987956,2948,DDInter1565,Ramipril,,DDInter883,Hydrochlorothiazide,,Moderate,Synergy,DDInter1565|DDInter883,https://ddinter.scbdd.com/ddinter/interact/987956/,2026-09-09T19:07:32+00:00
992036,1820,DDInter1202,Metronidazole,,DDInter293,Carbamazepine,,Moderate,Others,DDInter1202|DDInter293,https://ddinter.scbdd.com/ddinter/interact/992036/,2026-09-09T19:07:38+00:00
992051,1457,DDInter1202,Metronidazole,,DDInter458,Cyclosporine,,Moderate,Metabolism,DDInter1202|DDInter458,https://ddinter.scbdd.com/ddinter/interact/992051/,2026-09-09T19:07:52+00:00
992139,388,DDInter1202,Metronidazole,,DDInter1460,Phenytoin,,Moderate,Metabolism,DDInter1202|DDInter1460,https://ddinter.scbdd.com/ddinter/interact/992139/,2026-09-09T19:08:04+00:00
992148,2801,DDInter1202,Metronidazole,,DDInter1590,Rifampicin,,Moderate,Metabolism,DDInter1202|DDInter1590,https://ddinter.scbdd.com/ddinter/interact/992148/,2026-09-09T19:07:55+00:00
992150,5292,DDInter1202,Metronidazole,,DDInter1607,Ritonavir,,Moderate,Others,DDInter1202|DDInter1607,https://ddinter.scbdd.com/ddinter/interact/992150/,2026-09-09T19:07:50+00:00
992153,5119,DDInter1202,Metronidazole,,DDInter1622,Rosuvastatin,,Moderate,Synergy,DDInter1202|DDInter1622,https://ddinter.scbdd.com/ddinter/interact/992153/,2026-09-09T19:08:11+00:00
992155,5119,DDInter1202,Metronidazole,,DDInter1675,Simvastatin,,Moderate,Synergy,DDInter1202|DDInter1675,https://ddinter.scbdd.com/ddinter/interact/992155/,2026-09-09T19:08:00+00:00
992164,3036,DDInter1202,Metronidazole,,DDInter1735,Tacrolimus,,Moderate,Metabolism,DDInter1202|DDInter1735,https://ddinter.scbdd.com/ddinter/interact/992164/,2026-09-09T19:07:47+00:00
992181,2820,DDInter1202,Metronidazole,,DDInter1951,Warfarin,,Major,Metabolism,DDInter1202|DDInter1951,https://ddinter.scbdd.com/ddinter/interact/992181/,2026-09-09T19:08:07+00:00
992252,5630,DDInter216,Bisoprolol,,DDInter474,Dapagliflozin,,Moderate,Synergy,DDInter216|DDInter474,https://ddinter.scbdd.com/ddinter/interact/992252/,2026-09-09T17:11:59+00:00
992262,669,DDInter216,Bisoprolol,,DDInter554,Digoxin,,Moderate,Excretion,DDInter216|DDInter554,https://ddinter.scbdd.com/ddinter/interact/992262/,2026-09-09T19:07:43+00:00
992279,5630,DDInter216,Bisoprolol,,DDInter636,Empagliflozin,,Moderate,Synergy,DDInter216|DDInter636,https://ddinter.scbdd.com/ddinter/interact/992279/,2026-09-09T17:12:15+00:00
992305,1141,DDInter825,Glimepiride,DB00222,DDInter216,Bisoprolol,DB00612,Moderate,Others,DDInter216|DDInter825,https://ddinter.scbdd.com/ddinter/interact/992305,2026-09-09T10:06:50+00:00
992426,2192,DDInter1326,Olanzapine,,DDInter216,Bisoprolol,,Moderate,Synergy,DDInter1326|DDInter216,https://ddinter.scbdd.com/ddinter/interact/992426/,2026-09-09T19:08:09+00:00
992469,2192,DDInter1553,Quetiapine,,DDInter216,Bisoprolol,,Moderate,Synergy,DDInter1553|DDInter216,https://ddinter.scbdd.com/ddinter/interact/992469/,2026-09-09T19:07:57+00:00
992477,3786,DDInter1590,Rifampicin,,DDInter216,Bisoprolol,,Moderate,Metabolism,DDInter1590|DDInter216,https://ddinter.scbdd.com/ddinter/interact/992477/,2026-09-09T17:12:10+00:00
992479,2192,DDInter1605,Risperidone,,DDInter216,Bisoprolol,,Moderate,Synergy,DDInter1605|DDInter216,https://ddinter.scbdd.com/ddinter/interact/992479/,2026-09-09T19:08:17+00:00
992497,3309,DDInter1707,Spironolactone,,DDInter216,Bisoprolol,,Moderate,Synergy,DDInter1707|DDInter216,https://ddinter.scbdd.com/ddinter/interact/992497/,2026-09-09T19:08:21+00:00
992513,2745,DDInter1791,Theophylline,,DDInter216,Bisoprolol,,Major,Antagonism,DDInter1791|DDInter216,https://ddinter.scbdd.com/ddinter/interact/992513/,2026-09-09T19:08:13+00:00
992518,137,DDInter216,Bisoprolol,DB00612,DDInter1802,Ticagrelor,DB08816,Minor,Others,DDInter1802|DDInter216,https://ddinter.scbdd.com/ddinter/interact/992518,2026-09-09T10:11:27+00:00
992542,3478,DDInter1915,Valsartan,,DDInter216,Bisoprolol,,Moderate,Others,DDInter1915|DDInter216,https://ddinter.scbdd.com/ddinter/interact/992542/,2026-09-09T19:08:15+00:00
1002067,5286,DDInter743,Fluconazole,,DDInter883,Hydrochlorothiazide,,Minor,Metabolism,DDInter743|DDInter883,https://ddinter.scbdd.com/ddinter/interact/1002067/,2026-09-09T19:08:19+00:00
1003583,3505,DDInter293,Carbamazepine,,DDInter393,Clarithromycin,,Major,Metabolism,DDInter293|DDInter393,https://ddinter.scbdd.com/ddinter/interact/1003583/,2026-09-09T19:08:24+00:00
1003604,3541,DDInter293,Carbamazepine,,DDInter458,Cyclosporine,,Major,Metabolism,DDInter293|DDInter458,https://ddinter.scbdd.com/ddinter/interact/1003604/,2026-09-09T19:08:38+00:00
1003634,5335,DDInter1913,Valproic acid,,DDInter293,Carbamazepine,,Moderate,Others,DDInter1913|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1003634/,2026-09-09T19:08:31+00:00
1003650,4880,DDInter293,Carbamazepine,,DDInter608,Duloxetine,,Moderate,Synergy,DDInter293|DDInter608,https://ddinter.scbdd.com/ddinter/interact/1003650/,2026-09-09T19:08:23+00:00
1003659,3091,DDInter293,Carbamazepine,,DDInter636,Empagliflozin,,Moderate,Metabolism,DDInter293|DDInter636,https://ddinter.scbdd.com/ddinter/interact/1003659/,2026-09-09T17:13:14+00:00
1003674,5163,DDInter293,Carbamazepine,,DDInter672,Escitalopram,,Minor,Metabolism,DDInter293|DDInter672,https://ddinter.scbdd.com/ddinter/interact/1003674/,2026-09-09T17:12:59+00:00
1003701,1440,DDInter293,Carbamazepine,,DDInter743,Fluconazole,,Moderate,Metabolism,DDInter293|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1003701/,2026-09-09T19:08:27+00:00
1003703,2894,DDInter293,Carbamazepine,,DDInter758,Fluoxetine,,Moderate,Metabolism,DDInter293|DDInter758,https://ddinter.scbdd.com/ddinter/interact/1003703/,2026-09-09T19:08:41+00:00
1003739,5294,DDInter293,Carbamazepine,,DDInter995,Itraconazole,,Moderate,Metabolism,DDInter293|DDInter995,https://ddinter.scbdd.com/ddinter/interact/1003739/,2026-09-09T19:08:35+00:00
1003750,5483,DDInter1020,Lamotrigine,,DDInter293,Carbamazepine,,Moderate,Metabolism,DDInter1020|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1003750/,2026-09-09T19:08:40+00:00
1003805,4837,DDInter1174,Methotrexate,,DDInter293,Carbamazepine,,Moderate,Synergy,DDInter1174|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1003805/,2026-09-09T19:08:33+00:00
1003848,2436,DDInter1326,Olanzapine,,DDInter293,Carbamazepine,,Moderate,Metabolism,DDInter1326|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1003848/,2026-09-09T19:08:29+00:00
1003892,3978,DDInter1460,Phenytoin,,DDInter293,Carbamazepine,,Moderate,Metabolism,DDInter1460|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1003892/,2026-09-09T19:08:44+00:00
1003926,5277,DDInter1553,Quetiapine,,DDInter293,Carbamazepine,,Major,Metabolism,DDInter1553|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1003926/,2026-09-09T19:08:51+00:00
1003942,4159,DDInter1590,Rifampicin,,DDInter293,Carbamazepine,,Moderate,Metabolism,DDInter1590|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1003942/,2026-09-09T19:08:45+00:00
1003949,5171,DDInter1605,Risperidone,,DDInter293,Carbamazepine,,Moderate,Metabolism,DDInter1605|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1003949/,2026-09-09T19:08:53+00:00
1003950,4176,DDInter1607,Ritonavir,,DDInter293,Carbamazepine,,Moderate,Metabolism,DDInter1607|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1003950/,2026-09-09T19:08:47+00:00
1003951,4498,DDInter1609,Rivaroxaban,,DDInter293,Carbamazepine,,Major,Metabolism,DDInter1609|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1003951/,2026-09-09T17:13:48+00:00
1003978,3193,DDInter1675,Simvastatin,,DDInter293,Carbamazepine,,Moderate,Metabolism,DDInter1675|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1003978/,2026-09-09T19:08:49+00:00
1003990,3291,DDInter1707,Spironolactone,,DDInter293,Carbamazepine,,Moderate,Synergy,DDInter1707|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1003990/,2026-09-09T19:08:56+00:00
1003999,4910,DDInter1735,Tacrolimus,,DDInter293,Carbamazepine,,Major,Absorption; Metabolism,DDInter1735|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1003999/,2026-09-09T19:08:59+00:00
1004015,4441,DDInter1791,Theophylline,,DDInter293,Carbamazepine,,Moderate,Metabolism,DDInter1791|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1004015/,2026-09-09T19:09:03+00:00
1004024,3109,DDInter1802,Ticagrelor,,DDInter293,Carbamazepine,,Major,Metabolism,DDInter1802|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1004024/,2026-09-09T17:15:30+00:00
1004069,4880,DDInter1927,Venlafaxine,,DDInter293,Carbamazepine,,Moderate,Synergy,DDInter1927|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1004069/,2026-09-09T19:09:05+00:00
1004081,2050,DDInter1951,Warfarin,,DDInter293,Carbamazepine,,Moderate,Metabolism,DDInter1951|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1004081/,2026-09-09T19:09:07+00:00
1006541,3309,DDInter1707,Spironolactone,,DDInter305,Carvedilol,,Moderate,Synergy,DDInter1707|DDInter305,https://ddinter.scbdd.com/ddinter/interact/1006541/,2026-09-09T19:08:58+00:00
1006559,2062,DDInter1707,Spironolactone,,DDInter458,Cyclosporine,,Moderate,Synergy,DDInter1707|DDInter458,https://ddinter.scbdd.com/ddinter/interact/1006559/,2026-09-09T19:58:58+00:00
1006562,5630,DDInter1707,Spironolactone,,DDInter474,Dapagliflozin,,Moderate,Synergy,DDInter1707|DDInter474,https://ddinter.scbdd.com/ddinter/interact/1006562/,2026-09-09T17:14:16+00:00
1006574,2845,DDInter1707,Spironolactone,,DDInter554,Digoxin,,Minor,Antagonism; Excretion,DDInter1707|DDInter554,https://ddinter.scbdd.com/ddinter/interact/1006574/,2026-09-09T19:09:11+00:00
1006582,5419,DDInter1707,Spironolactone,,DDInter608,Duloxetine,,Moderate,Synergy,DDInter1707|DDInter608,https://ddinter.scbdd.com/ddinter/interact/1006582/,2026-09-09T19:09:01+00:00
1006584,5630,DDInter1707,Spironolactone,,DDInter636,Empagliflozin,,Moderate,Synergy,DDInter1707|DDInter636,https://ddinter.scbdd.com/ddinter/interact/1006584/,2026-09-09T17:15:02+00:00
1006585,599,DDInter1707,Spironolactone,,DDInter638,Enalapril,,Major,Synergy,DDInter1707|DDInter638,https://ddinter.scbdd.com/ddinter/interact/1006585/,2026-09-09T19:08:54+00:00
1006591,5419,DDInter1707,Spironolactone,,DDInter672,Escitalopram,,Moderate,Synergy,DDInter1707|DDInter672,https://ddinter.scbdd.com/ddinter/interact/1006591/,2026-09-09T17:16:33+00:00
1006599,5419,DDInter1707,Spironolactone,,DDInter758,Fluoxetine,,Moderate,Synergy,DDInter1707|DDInter758,https://ddinter.scbdd.com/ddinter/interact/1006599/,2026-09-09T19:09:09+00:00
1006607,2163,DDInter1707,Spironolactone,,DDInter856,Heparin,,Moderate,Synergy,DDInter1707|DDInter856,https://ddinter.scbdd.com/ddinter/interact/1006607/,2026-09-09T19:09:16+00:00
1006642,632,DDInter1095,Losartan,,DDInter1707,Spironolactone,,Major,Synergy,DDInter1095|DDInter1707,https://ddinter.scbdd.com/ddinter/interact/1006642/,2026-09-09T19:09:19+00:00
1006683,2192,DDInter1326,Olanzapine,,DDInter1707,Spironolactone,,Moderate,Synergy,DDInter1326|DDInter1707,https://ddinter.scbdd.com/ddinter/interact/1006683/,2026-09-09T19:09:18+00:00
1006729,2192,DDInter1553,Quetiapine,,DDInter1707,Spironolactone,,Moderate,Synergy,DDInter1553|DDInter1707,https://ddinter.scbdd.com/ddinter/interact/1006729/,2026-09-09T19:09:14+00:00
1006731,599,DDInter1565,Ramipril,,DDInter1707,Spironolactone,,Major,Synergy,DDInter1565|DDInter1707,https://ddinter.scbdd.com/ddinter/interact/1006731/,2026-09-09T19:09:12+00:00
1006738,2192,DDInter1605,Risperidone,,DDInter1707,Spironolactone,,Moderate,Synergy,DDInter1605|DDInter1707,https://ddinter.scbdd.com/ddinter/interact/1006738/,2026-09-09T19:09:29+00:00
1006756,3052,DDInter1707,Spironolactone,,DDInter1735,Tacrolimus,,Major,Synergy,DDInter1707|DDInter1735,https://ddinter.scbdd.com/ddinter/interact/1006756/,2026-09-09T19:09:34+00:00
1006766,502,DDInter1707,Spironolactone,,DDInter1802,Ticagrelor,,Moderate,Excretion,DDInter1707|DDInter1802,https://ddinter.scbdd.com/ddinter/interact/1006766/,2026-09-09T17:16:13+00:00
1006787,5419,DDInter1707,Spironolactone,,DDInter1927,Venlafaxine,,Moderate,Synergy,DDInter1707|DDInter1927,https://ddinter.scbdd.com/ddinter/interact/1006787/,2026-09-09T19:09:31+00:00
1006791,3456,DDInter1707,Spironolactone,,DDInter1951,Warfarin,,Minor,Antagonism,DDInter1707|DDInter1951,https://ddinter.scbdd.com/ddinter/interact/1006791/,2026-09-09T19:09:23+00:00
1007009,3811,DDInter305,Carvedilol,,DDInter458,Cyclosporine,,Moderate,Others,DDInter305|DDInter458,https://ddinter.scbdd.com/ddinter/interact/1007009/,2026-09-09T19:09:38+00:00
1007012,5630,DDInter305,Carvedilol,,DDInter474,Dapagliflozin,,Moderate,Synergy,DDInter305|DDInter474,https://ddinter.scbdd.com/ddinter/interact/1007012/,2026-09-09T17:16:06+00:00
1007023,4572,DDInter305,Carvedilol,,DDInter554,Digoxin,,Moderate,Synergy; Metabolism,DDInter305|DDInter554,https://ddinter.scbdd.com/ddinter/interact/1007023/,2026-09-09T19:09:25+00:00
1007039,4878,DDInter305,Carvedilol,,DDInter608,Duloxetine,,Moderate,Metabolism,DDInter305|DDInter608,https://ddinter.scbdd.com/ddinter/interact/1007039/,2026-09-09T19:09:27+00:00
1007044,5630,DDInter305,Carvedilol,,DDInter636,Empagliflozin,,Moderate,Synergy,DDInter305|DDInter636,https://ddinter.scbdd.com/ddinter/interact/1007044/,2026-09-09T17:16:56+00:00
